"target_id"	"test_stat"	"pval"	"qval"	"rss"	"sigma_sq"	"tech_var"	"mean_obs"	"var_obs"	"sigma_sq_pmax"	"smooth_sigma_sq"	"final_sigma_sq"	"degrees_free"	"ens_gene"	"ext_gene"
"21"	"ENST00000540793.5"	21.9012168476824	2.8705184362286e-06	0.00807466984547981	1.6525202773315	0.118103486422748	0.00901345798736719	6.42356450052108	0.127116944410115	0.118103486422748	0.0389348018055623	0.118103486422748	1	"ENSG00000171681"	"ATF7IP"
"22"	"ENST00000638450.1"	22.0081157715555	2.71500014001811e-06	0.00807466984547981	73.997115163929	4.95258384474223	0.739501937098464	1.89691382864925	5.69208578184069	4.95258384474223	1.05112275003148	4.95258384474223	1	"ENSG00000215114"	"UBXN2B"
"23"	"ENST00000637771.1"	21.6185536849992	3.32618674443705e-06	0.00824691849079423	2.44623394040012	0.186364433208767	0.00180740836047282	7.44524846808833	0.18817184156924	0.186364433208767	0.0316404621307415	0.186364433208767	1	"ENSG00000127951"	"FGL2"
"24"	"ENST00000164227.9"	21.3552122058753	3.81581919486927e-06	0.0085611985143504	1.99088709270872	0.152640401137002	0.000504759840591508	8.04164581937069	0.153145160977594	0.152640401137002	0.0323192638667749	0.152640401137002	1	"ENSG00000069399"	"BCL3"
"25"	"ENST00000361936.9"	21.4588369097115	3.61506144099107e-06	0.0085611985143504	2.00212544265731	0.149345219355542	0.00466443007963574	7.45858449130129	0.154009649435178	0.149345219355542	0.0316182560989426	0.149345219355542	1	"ENSG00000143409"	"MINDY1"
"26"	"ENST00000569493.5"	21.3117444483464	3.9033276290308e-06	0.0085611985143504	1.21092542487555	0.0914131925760079	0.00173491702980353	7.20445642476619	0.0931481096058114	0.0914131925760079	0.0323395409582653	0.0914131925760079	1	"ENSG00000069974"	"RAB27A"
"27"	"ENST00000510661.2"	21.128565850654	4.29478049544805e-06	0.00907089453827483	5.17047027295093	0.362257373141845	0.0354711093928417	5.44884552225922	0.397728482534687	0.362257373141845	0.0619152131889251	0.362257373141845	1	"ENSG00000204131"	"NHSL2"
"28"	"ENST00000264474.3"	20.7931525080044	5.11655746595811e-06	0.0098432621297678	1.14183962278307	0.0871676797452544	0.00066613739190508	7.48146583075033	0.0878338171371595	0.0871676797452544	0.0315841408297918	0.0871676797452544	1	"ENSG00000121552"	"CSTA"
"29"	"ENST00000367568.4"	20.8182054702927	5.05006299314075e-06	0.0098432621297678	1.60593412982232	0.123164542540806	0.000368852060911149	7.96284693662032	0.123533394601717	0.123164542540806	0.0320307976948368	0.123164542540806	1	"ENSG00000135604"	"STX11"
"30"	"ENST00000631139.2"	20.7701799573746	5.17830224622162e-06	0.0098432621297678	3.2346011488429	0.242219479843293	0.00659599314462185	6.72191765730997	0.248815472987915	0.242219479843293	0.0355551543086572	0.242219479843293	1	"ENSG00000102445"	"RUBCNL"
"31"	"ENST00000579565.5"	20.5296967350986	5.87132437244207e-06	0.0108005852794478	4.45343208745999	0.327470853927319	0.0151008451080651	6.49901675277865	0.342571699035384	0.327470853927319	0.0379670110159739	0.327470853927319	1	"ENSG00000188895"	"MSL1"
"32"	"ENST00000547291.1"	20.3966996364079	6.29382451612831e-06	0.0112159886517729	0.994533209041669	0.0734053575606915	0.00309719698097538	7.13528146780784	0.0765025545416668	0.0734053575606915	0.0326470946463854	0.0734053575606915	1	"ENSG00000139318"	"DUSP6"
"33"	"ENST00000455353.5"	20.1090483815889	7.31497851929963e-06	0.0121472184552377	4.9299991550514	0.364187396692797	0.0150433075419255	4.77018620744118	0.379230704234723	0.364187396692797	0.102611140385138	0.364187396692797	1	"ENSG00000059377"	"TBXAS1"
"34"	"ENST00000526620.5"	20.1430319337441	7.18615612665536e-06	0.0121472184552377	1.73357436703787	0.131575762838923	0.00177611154860554	8.30775442306592	0.133351874387529	0.131575762838923	0.0337699632787944	0.131575762838923	1	"ENSG00000160593"	"JAML"
"35"	"ENST00000639939.1"	20.07267813768	7.45541763289236e-06	0.0121472184552377	5.71037276458045	0.427399054069137	0.0118603893601281	6.14881126300544	0.439259443429265	0.427399054069137	0.0431833003627665	0.427399054069137	1	"ENSG00000204131"	"NHSL2"
"36"	"ENST00000524843.5"	19.9305530390768	8.03066397510803e-06	0.0127210178845697	1.37078514311665	0.0999717484963432	0.00547326251262973	6.97268748870833	0.105445011008973	0.0999717484963432	0.033565795392206	0.0999717484963432	1	"ENSG00000196954"	"CASP4"
"37"	"ENST00000336949.6"	19.6887316768048	9.11371886937243e-06	0.0138692610003205	1.06590916941022	0.078816805853062	0.0031762071784935	7.30253672296938	0.0819930130315554	0.078816805853062	0.0319859854408597	0.078816805853062	1	"ENSG00000165175"	"MID1IP1"
"38"	"ENST00000432109.6"	19.6620308622582	9.24195837007993e-06	0.0138692610003205	1.21583020173702	0.0901435897320831	0.00338181040153365	7.22087701857382	0.0935254001336167	0.0901435897320831	0.0322736537492381	0.0901435897320831	1	"ENSG00000064012"	"CASP8"
"39"	"ENST00000323180.10"	19.492770277183	1.00981159832502e-05	0.0147655169759187	1.05417904852427	0.0787196690947869	0.00237102694554198	7.09929425868883	0.0810906960403287	0.0787196690947869	0.0328264891214705	0.0787196690947869	1	"ENSG00000135365"	"PHF21A"
"40"	"ENST00000215781.2"	19.3057711224643	1.1136922463658e-05	0.0158773535103141	3.84842279395948	0.290440370651695	0.005592151960573	5.3801338342312	0.296032522612268	0.290440370651695	0.0646881187712348	0.290440370651695	1	"ENSG00000099985"	"OSM"
"41"	"ENST00000528203.5"	19.2065061524986	1.17312880673889e-05	0.0163167910568518	1.46309562084156	0.109091326386188	0.00345449060162447	7.19234470888449	0.112545816987812	0.109091326386188	0.0323898801534653	0.109091326386188	1	"ENSG00000149269"	"PAK1"
"42"	"ENST00000368947.8"	19.0124631299593	1.29867434741556e-05	0.0176329055561237	1.67386234147548	0.126434854742063	0.00232378690989728	6.1095874982733	0.12875864165196	0.126434854742063	0.0438950748068779	0.126434854742063	1	"ENSG00000143412"	"ANXA9"
"43"	"ENST00000329565.5"	18.8202289218768	1.4363559787651e-05	0.0189364345687552	0.830375625868913	0.0637533985766056	0.000121649567156922	8.93940071087386	0.0638750481437624	0.0637533985766056	0.0406180419657905	0.0637533985766056	1	"ENSG00000184602"	"SNN"
"44"	"ENST00000528062.7"	18.787661135634	1.46109339779264e-05	0.0189364345687552	2.75936740301784	0.198682257873597	0.0135767731277752	6.27851778901781	0.212259031001372	0.198682257873597	0.041027855131936	0.198682257873597	1	"ENSG00000131051"	"RBM39"
"45"	"ENST00000072516.7"	18.6844901416764	1.54231937364885e-05	0.0195449565781554	3.33595867284908	0.234667721031415	0.021944484572361	6.57197869055873	0.256612205603775	0.234667721031415	0.0371060726716503	0.234667721031415	1	"ENSG00000196083"	"IL1RAP"
"46"	"ENST00000326965.6"	18.493901764952	1.70448805252874e-05	0.0211304642790226	0.944898932796168	0.071983861063361	0.000700672228651983	9.00385864722896	0.0726845332920128	0.071983861063361	0.0416382879002532	0.071983861063361	1	"ENSG00000164691"	"TAGAP"
"47"	"ENST00000424646.6"	18.3103028652056	1.87689353807824e-05	0.0227727087026489	107.223297862249	6.29141120482639	1.9565347845774	3.07329352465231	8.24794598940378	6.29141120482639	0.511256105709232	6.29141120482639	1	"ENSG00000113580"	"NR3C1"
"48"	"ENST00000248553.6"	18.2544489072868	1.93274004372085e-05	0.0229617570277552	2.24365594979604	0.164798062825031	0.00779085639004857	5.78816370645964	0.172588919215079	0.164798062825031	0.0510205717402189	0.164798062825031	1	"ENSG00000106211"	"HSPB1"
"49"	"ENST00000299157.4"	17.941650519842	2.2778143413342e-05	0.0263462723064543	2.01764304715013	0.153479044452785	0.00172426686645608	6.62041506351539	0.155203311319241	0.153479044452785	0.0365736710908363	0.153479044452785	1	"ENSG00000166130"	"IKBIP"
"50"	"ENST00000367089.7"	17.8772392187776	2.35622327995856e-05	0.0263462723064543	0.829304170033062	0.0631478150182593	0.000644813445822371	7.37924542692304	0.0637926284640817	0.0631478150182593	0.0317756423756141	0.0631478150182593	1	"ENSG00000146425"	"DYNLT1"
"51"	"ENST00000367694.2"	17.908958696325	2.31727741607559e-05	0.0263462723064543	5.7964017558723	0.430494994798411	0.0153820633456125	5.22753049502843	0.445877058144023	0.430494994798411	0.0717071396580095	0.430494994798411	1	"ENSG00000135870"	"RC3H1"
"52"	"ENST00000341307.6"	17.7529274424829	2.51530146689316e-05	0.0275841502790479	4.13502218241002	0.269861594332474	0.0482170350836811	5.69961037924929	0.318078629416156	0.269861594332474	0.0534717919922575	0.269861594332474	1	"ENSG00000133318"	"RTN3"
"53"	"ENST00000395148.6"	17.5443383301795	2.80685294088784e-05	0.0302006784541641	1.08252322381279	0.0811987978526924	0.00207221936367641	6.94201014214555	0.0832710172163687	0.0811987978526924	0.0337708854739645	0.0811987978526924	1	"ENSG00000003402"	"CFLAR"
"54"	"ENST00000306077.4"	17.4432995051989	2.9600581186678e-05	0.0312593100509537	0.699528741005851	0.0535296968639545	0.000280206290341709	8.29441006899111	0.053809903154296	0.0535296968639545	0.0336790129251493	0.0535296968639545	1	"ENSG00000170876"	"TMEM43"
"55"	"ENST00000309340.11"	17.2310753199484	3.30977973257109e-05	0.0325419825913102	2.23198996166753	0.162262351574678	0.00942918393820959	6.83050478943087	0.171691535512887	0.162262351574678	0.0346047447892794	0.162262351574678	1	"ENSG00000099875"	"MKNK2"
"56"	"ENST00000314754.12"	17.2809874872939	3.22396554129519e-05	0.0325419825913102	4.16734663986648	0.311156657562148	0.00940846858142655	7.04900555321259	0.320565126143575	0.311156657562148	0.0330997745379628	0.311156657562148	1	"ENSG00000196352"	"CD55"
"57"	"ENST00000418153.6"	17.2491265597067	3.27848231491625e-05	0.0325419825913102	1.5378808391379	0.112025323738199	0.00627320234933222	6.48231953062318	0.118298526087531	0.112025323738199	0.0381742701697411	0.112025323738199	1	"ENSG00000135365"	"PHF21A"
"58"	"ENST00000420679.1"	17.2982173612064	3.19486428686146e-05	0.0325419825913102	2.67177871557532	0.194236086672044	0.0112853529875961	5.35268081860916	0.20552143965964	0.194236086672044	0.0658597084561311	0.194236086672044	1	"ENSG00000144228"	"SPOPL"
"59"	"ENST00000412051.5"	17.1941529756758	3.374734523778e-05	0.0326182391445702	2.18276966281597	0.161125948275648	0.00677941040250301	6.04694976924182	0.167905358678151	0.161125948275648	0.0450953208481801	0.161125948275648	1	"ENSG00000146540"	"C7orf50"
"60"	"ENST00000219334.9"	16.6129333174197	4.58373796836151e-05	0.0340379328688048	1.35765766001619	0.101251667358596	0.00318353725803459	5.94105331739361	0.10443520461663	0.101251667358596	0.0473185501132288	0.101251667358596	1	"ENSG00000103056"	"SMPD3"
"61"	"ENST00000235382.6"	16.8742811834007	3.9939097466116e-05	0.0340379328688048	1.85380327515132	0.142553873600808	4.63783339088398e-05	10.2077565313461	0.142600251934717	0.142553873600808	0.0781871340997923	0.142553873600808	1	"ENSG00000116741"	"RGS2"
"62"	"ENST00000316626.5"	16.5780747052728	4.66876621936259e-05	0.0340379328688048	1.65357333971724	0.120218327570879	0.00697962163813894	5.87669019957043	0.127197949209018	0.120218327570879	0.048801069080841	0.120218327570879	1	"ENSG00000082701"	"GSK3B"
"63"	"ENST00000320095.11"	16.5364750487173	4.77231564262881e-05	0.0340379328688048	1.30012909120106	0.0948397487652402	0.00517018132714932	6.30822155597902	0.100009930092389	0.0948397487652402	0.0405736283202484	0.0948397487652402	1	"ENSG00000176845"	"METRNL"
"64"	"ENST00000320936.9"	16.9941975681962	3.74942272932962e-05	0.0340379328688048	1.16613109947378	0.0874012499474485	0.00230114231976518	7.2245336281662	0.0897023922672137	0.0874012499474485	0.0322593505763656	0.0874012499474485	1	"ENSG00000099622"	"CIRBP"
"65"	"ENST00000333598.7"	16.8266757804289	4.09535619784326e-05	0.0340379328688048	2.92227827864691	0.221903249622515	0.00288738719647828	6.34711620761825	0.224790636818993	0.221903249622515	0.0399992254515197	0.221903249622515	1	"ENSG00000183019"	"MCEMP1"
"66"	"ENST00000334475.10"	17.0312933851192	3.67688163825205e-05	0.0340379328688048	2.91565767206298	0.205502322770831	0.0187790366186286	5.52340073284847	0.22428135938946	0.205502322770831	0.0591464134598286	0.205502322770831	1	"ENSG00000124731"	"TREM1"
"67"	"ENST00000337138.8"	16.6510808887464	4.49247016015481e-05	0.0340379328688048	1.05280268753748	0.0740800229095594	0.00690479920870854	7.53554176428071	0.0809848221182679	0.0740800229095594	0.0315234741628722	0.0740800229095594	1	"ENSG00000100644"	"HIF1A"
"68"	"ENST00000338313.5"	16.5353787159414	4.77507563129867e-05	0.0340379328688048	2.47682588244899	0.186596722002502	0.00392834587818913	7.20564324236779	0.190525067880691	0.186596722002502	0.0323346878916517	0.186596722002502	1	"ENSG00000164691"	"TAGAP"
"69"	"ENST00000356865.10"	17.0730580703073	3.59689722475627e-05	0.0340379328688048	1.31625575344041	0.092829013594787	0.00842142897755219	5.98459688627868	0.101250442572339	0.092829013594787	0.0463733006361397	0.092829013594787	1	"ENSG00000206190"	"ATP10A"
"70"	"ENST00000368026.10"	16.6447739973179	4.50743231086933e-05	0.0340379328688048	1.00498578780628	0.0768457713690621	0.000460827692959282	8.34475437484796	0.0773065990620215	0.0768457713690621	0.0340326105704146	0.0768457713690621	1	"ENSG00000158769"	"F11R"
"71"	"ENST00000369558.5"	16.6382283242323	4.52301391922576e-05	0.0340379328688048	1.55055765377143	0.113900354219114	0.00537331145561131	7.83733549488945	0.119273665674726	0.113900354219114	0.031698665873228	0.113900354219114	1	"ENSG00000163349"	"HIPK1"
"72"	"ENST00000373677.1"	16.8663083359549	4.0107219466332e-05	0.0340379328688048	4.5223100196729	0.308144263430591	0.0397257380827087	4.89964571817305	0.3478700015133	0.308144263430591	0.0920854145290769	0.308144263430591	1	"ENSG00000204131"	"NHSL2"
"73"	"ENST00000376755.1"	16.731269692579	4.30653112735157e-05	0.0340379328688048	1.97975633787299	0.143179021175384	0.00910992789176949	6.43587898044293	0.152288949067153	0.143179021175384	0.0387713228051439	0.143179021175384	1	"ENSG00000102317"	"RBM3"
"74"	"ENST00000420510.5"	16.6294380053611	4.54402401063478e-05	0.0340379328688048	1.46099789629482	0.106390890055903	0.00599356350523698	6.60925784898201	0.11238445356114	0.106390890055903	0.036693597789559	0.106390890055903	1	"ENSG00000144118"	"RALB"
"75"	"ENST00000425428.6"	16.9344790331086	3.86923731672746e-05	0.0340379328688048	1.20287656605771	0.0882165304108064	0.00431243620901728	7.49969559667533	0.0925289666198234	0.0882165304108064	0.0315605585512149	0.0882165304108064	1	"ENSG00000026508"	"CD44"
"76"	"ENST00000458276.6"	16.8648314679452	4.01384399249629e-05	0.0340379328688048	1.68557341725832	0.129078637378649	0.000580856256606163	7.58642045003323	0.129659493635256	0.129078637378649	0.0314919361260459	0.129078637378649	1	"ENSG00000011198"	"ABHD5"
"77"	"ENST00000466340.1"	16.5357821660687	4.77405976972932e-05	0.0340379328688048	3.13860300503954	0.238538732579597	0.00289226780805974	7.91043129389931	0.241431000387657	0.238538732579597	0.0318732516269454	0.238538732579597	1	"ENSG00000188404"	"SELL"
"78"	"ENST00000481853.5"	16.6984038528846	4.38178494973609e-05	0.0340379328688048	2.10752444631256	0.145387459833676	0.0167298052672907	5.43827183637625	0.162117265100966	0.145387459833676	0.0623276161723584	0.145387459833676	1	"ENSG00000163659"	"TIPARP"
"79"	"ENST00000494185.1"	16.5744141845424	4.67778658594367e-05	0.0340379328688048	4.31918045017224	0.320250598112758	0.0119940519004917	5.54509946117072	0.33224465001325	0.320250598112758	0.0583843315152704	0.320250598112758	1	"ENSG00000113368"	"LMNB1"
"80"	"ENST00000556766.5"	16.670446153657	4.4468402991501e-05	0.0340379328688048	0.741272120703331	0.0559327046475183	0.00108822771427638	7.56547393248489	0.0570209323617942	0.0559327046475183	0.0315019250502327	0.0559327046475183	1	"ENSG00000186469"	"GNG2"
"81"	"ENST00000377238.2"	16.4957902319421	4.87582130110187e-05	0.0343269858662513	2.19737532641596	0.163432893804805	0.00559597745796154	6.2927406279625	0.169028871262766	0.163432893804805	0.0408086403486304	0.163432893804805	1	"ENSG00000120594"	"PLXDC2"
"82"	"ENST00000244709.8"	16.3041992195388	5.39442771648916e-05	0.0353589235586794	3.63553713155135	0.279241901443242	0.000414800983784474	8.5327246371277	0.279656702427026	0.279241901443242	0.0356136488890642	0.279241901443242	1	"ENSG00000124731"	"TREM1"
"83"	"ENST00000265560.8"	16.318234266946	5.3546219428965e-05	0.0353589235586794	0.868520334647298	0.0626049641855266	0.00420429232580401	7.21361135789901	0.0668092565113306	0.0626049641855266	0.0323024724918685	0.0626049641855266	1	"ENSG00000114316"	"USP4"
"84"	"ENST00000267953.3"	16.39170798011	5.15100777682146e-05	0.0353589235586794	2.36463699483075	0.1812104857538	0.00068466769471882	7.57236299715984	0.181895153448519	0.1812104857538	0.031498177346829	0.1812104857538	1	"ENSG00000140379"	"BCL2A1"
"85"	"ENST00000297689.3"	16.4013929312666	5.12475555628324e-05	0.0353589235586794	1.55819135663905	0.119257490331248	0.00060338325637129	7.53148440336275	0.119860873587619	0.119257490331248	0.0315270544269314	0.119257490331248	1	"ENSG00000165030"	"NFIL3"
"86"	"ENST00000330899.4"	16.3144392788476	5.36535594596034e-05	0.0353589235586794	0.680214870727195	0.0520116934916663	0.000312527333502545	8.23015054396154	0.0523242208251688	0.0520116934916663	0.0332686138347555	0.0520116934916663	1	"ENSG00000086061"	"DNAJA1"
"87"	"ENST00000636468.1"	16.3573066005204	5.24535492825092e-05	0.0353589235586794	2.73175339741464	0.206857125347386	0.00327775137681737	6.18925950207673	0.210134876724203	0.206857125347386	0.0424795611031665	0.206857125347386	1	"ENSG00000225873"	"LINC00694"
"88"	"ENST00000414723.1"	16.2445215719368	5.56703360688464e-05	0.0360756430075231	6.23931138022599	0.455163355254672	0.024783673993481	5.53085807654535	0.479947029248153	0.455163355254672	0.0588823547159102	0.455163355254672	1	"ENSG00000115271"	"GCA"
"89"	"ENST00000393957.6"	16.2057129115695	5.6822496837841e-05	0.0364085360075811	4.97679700159074	0.378732995825679	0.0040975427582241	5.86684356740107	0.382830538583903	0.378732995825679	0.0490372961355844	0.378732995825679	1	"ENSG00000159713"	"TPPP3"
"90"	"ENST00000482406.1"	16.1288293272446	5.91763391513187e-05	0.0370878757890469	1.98907366928226	0.145536597611312	0.00746906925655451	5.57188280838792	0.153005666867866	0.145536597611312	0.0574695027857608	0.145536597611312	1	"ENSG00000163297"	"ANTXR2"
"91"	"ENST00000562073.1"	16.1286010393466	5.91834723951052e-05	0.0370878757890469	82.3199020989442	5.75674509699492	0.575555064462328	2.04959736840153	6.33230016145725	5.75674509699492	0.975000493929958	5.75674509699492	1	"ENSG00000140526"	"ABHD2"
"92"	"ENST00000299045.7"	16.0502489896539	6.16835152980269e-05	0.0382343928628835	0.96020165621726	0.0725827648043414	0.00127890105852483	6.82231315807044	0.073861665862866	0.0725827648043414	0.0346715917298374	0.0725827648043414	1	"ENSG00000166046"	"TCP11L2"
"93"	"ENST00000279249.2"	15.9526800672514	6.49457618941744e-05	0.0385791356018457	2.33226108485042	0.178830488298702	0.000574210535945038	7.63251890736122	0.179404698834647	0.178830488298702	0.0314847081892711	0.178830488298702	1	"ENSG00000149798"	"CDC42EP2"
"94"	"ENST00000316594.5"	15.9824785629272	6.39314450461502e-05	0.0385791356018457	0.574080792666668	0.0438644870885366	0.000295573885822537	8.23016640337588	0.0441600609743591	0.0438644870885366	0.0332687095492651	0.0438644870885366	1	"ENSG00000126945"	"HNRNPH2"
"95"	"ENST00000406434.5"	15.9717816613094	6.42937126910024e-05	0.0385791356018457	2.08240307294679	0.147414470675633	0.0127703810895046	5.84907413484098	0.160184851765137	0.147414470675633	0.0494701686518063	0.147414470675633	1	"ENSG00000197872"	"FAM49A"
"96"	"ENST00000489818.5"	16.0047319803421	6.31843619972133e-05	0.0385791356018457	1.08791025624137	0.0831421002219098	0.000543304104349518	7.83512647853375	0.0836854043262594	0.0831421002219098	0.0316942013337031	0.0831421002219098	1	"ENSG00000135821"	"GLUL"
"97"	"ENST00000356864.3"	15.7331304095642	7.29354610258979e-05	0.0420122989945743	1.5474837856951	0.118895782667508	0.000141431616730526	9.5472195928481	0.119037214284239	0.118895782667508	0.0533676015873142	0.118895782667508	1	"ENSG00000173535"	"TNFRSF10C"
"98"	"ENST00000393164.6"	15.739789181053	7.26791766914237e-05	0.0420122989945743	0.919289342410887	0.0644002555033356	0.0063143092975019	6.4111529528859	0.0707145648008372	0.0644002555033356	0.0391017904388439	0.0644002555033356	1	"ENSG00000070961"	"ATP2B1"
"99"	"ENST00000413364.6"	15.7365441101513	7.28039603675312e-05	0.0420122989945743	2.25179053414828	0.166980057799229	0.00623459867371559	8.77235619176996	0.173214656472945	0.166980057799229	0.0382778729778839	0.166980057799229	1	"ENSG00000189067"	"LITAF"
"100"	"ENST00000248598.5"	15.6674171532597	7.55139220373479e-05	0.0426362071099188	0.997118695152017	0.0765981360155276	0.000103302073089102	9.4921789989487	0.0767014380886166	0.0765981360155276	0.0518877492942465	0.0765981360155276	1	"ENSG00000127951"	"FGL2"
"101"	"ENST00000372201.4"	15.6755916632888	7.51882407148074e-05	0.0426362071099188	1.00240656836681	0.0722956317660406	0.00481256580063738	6.31888734256757	0.0771081975666779	0.0722956317660406	0.0404138554842838	0.0722956317660406	1	"ENSG00000173846"	"PLK3"
"102"	"ENST00000394089.6"	15.6262219479507	7.71769086687935e-05	0.0427290329489963	1.37231329123304	0.103033165495923	0.0025293953681568	7.35746572100213	0.105562560864079	0.103033165495923	0.0318295196097146	0.103033165495923	1	"ENSG00000131759"	"RARA"
"103"	"ENST00000415392.5"	15.6407009766924	7.65882548298589e-05	0.0427290329489963	10.5458952678476	0.559668023203963	0.251554689707389	5.26044927708027	0.811222712911352	0.559668023203963	0.0700843678240255	0.559668023203963	1	"ENSG00000180871"	"CXCR2"
"104"	"ENST00000307365.3"	15.5862212443542	7.88269282785224e-05	0.0428112801143907	1.79626993926983	0.137386844479708	0.000787766233355891	7.36137974683289	0.138174610713064	0.137386844479708	0.0318194968618301	0.137386844479708	1	"ENSG00000168209"	"DDIT4"
