Transcript_ID	X1after	X1before	X2after	X2before	X3after	X3before	X4after	X4before	X5after	X5before	X6after	X6before	X7after	X7before
ENST00000409633.5	3.4134316076	2.4875506621	2.5041016916	3.1413526753	3.9912270413	3.5739440265	3.8487781548	4.3719421365	3.7776616787	2.8340720335	4.1265929758	3.919244726	3.9352334249	3.346531462
ENST00000397762.5	2.047367377	1.9945869648	1.5455878822	1.9771663354	1.8915669486	1.8364291312	1.7513823075	2.4003193229	1.6908193402	2.281042398	1.6967416833	1.9833238171	1.1877234142	2.1423023314
ENST00000461909.1	2.8772004379	2.8423050817	1.8974727873	2.3562790565	1.6473743807	1.6725339643	2.060144252	2.5793201619	2.0118605602	2.5761834941	2.5108151113	2.9142411246	3.4654913093	2.1972143337
ENST00000431180.5	1.9768988185	1.8332260976	2.8772907602	2.8741753028	2.6962342422	2.6983385126	2.4363937395	2.2653648795	2.7248859727	2.6664543895	1.6573930569	1.9763269721	2.6200796188	2.5888429361
ENST00000409792.3	2.3703344918	2.9239002895	2.4510185198	1.9998412948	2.9989644948	2.9711793281	2.8635341221	2.4429992127	2.6331358985	2.4078938303	2.4462191694	2.2838417849	2.9610046332	1.9933193046
ENST00000492397.1	2.4588098142	2.4308766835	3.4366549158	2.3538539698	2.9901834021	2.9507035561	3.123008922	2.7138101703	2.7227960579	2.8771552746	2.7901547993	2.2727070377	2.7155068434	2.3287704158
ENST00000574951.5	2.7040530248	3.0006652897	3.1274880125	2.9878974648	3.7605190372	4.096379936	3.3846438979	2.5177594504	2.9088359599	3.3757345386	2.3085094128	2.724768127	2.7765293624	2.4718741707
ENST00000381311.9	2.9489222412	3.2908637514	3.7261009675	2.6805404073	3.0152781083	2.6262265133	3.1774378768	3.2917700359	2.6876497432	2.8556708344	3.0756370217	3.0188139657	3.224245609	2.7790684692
ENST00000348066.7	3.1249252739	2.8050550828	3.1274401371	2.6901108675	3.3730077993	3.7860317186	3.3207705892	2.7569165343	3.1903904586	3.4379201516	2.8286315817	3.0397314969	3.5040101368	3.0441720147
ENST00000446571.7	2.0988911258	1.5395955868	2.2560595748	2.11589221	2.3612602392	2.6738209692	2.3922102472	1.8923521649	1.5286563279	2.4602707608	2.3203315911	2.2264561233	2.7409923021	2.9219751461
ENST00000319511.6	3.2399982758	3.128940027	3.8472753786	2.7984404357	3.8063756181	4.2399707896	4.0523811132	2.8912733545	3.5562209362	4.1809116634	3.5395558854	3.6182151587	3.9748871886	2.7342847416
ENST00000588413.5	2.1784660715	1.7683749068	1.932975798	1.7580771386	2.453235729	2.520530368	2.5756608592	1.5498120779	1.9153335008	2.1972866879	2.3978056994	2.1513685288	2.6430572926	2.3142295679
ENST00000488633.1	4.7336634564	4.7816587139	4.4211492266	4.4445146801	4.4302718898	4.75708727	4.4464878366	4.869343374	4.5743195312	4.5075155865	4.3949462272	4.6165341411	4.2147232131	4.3379393938
ENST00000272402.2	3.5677766302	3.8765267691	3.5906858459	3.7131129011	3.6878781332	3.92352003	3.5969947567	3.9059381025	3.4903005626	3.6282253369	3.3357119103	3.5097338404	3.5509129743	3.6838536265
ENST00000288828.8	3.3337099543	3.6769217992	3.3891124565	3.4705498799	3.3647965229	3.6715651262	4.0105113221	3.6603125729	3.8263450974	3.9421578927	3.4751108305	3.8040122441	3.5047856255	3.4711094044
ENST00000401525.7	4.1760674058	4.2851580498	4.0048878569	3.7231871917	3.9925599862	4.0706039987	3.8663145614	4.3602940365	3.6702058455	3.7551439585	3.3517979149	3.4590512216	4.5301831362	4.3918433165
ENST00000382384.6	4.0088095553	4.0312363781	4.1464108425	4.4561030254	4.0681720575	4.2240171143	4.254813212	4.0794890506	4.3425476344	4.454768119	4.1875143982	4.4188780668	2.2957053948	3.2570211818
ENST00000306103.2	3.5541344847	3.6703304996	4.0542059788	3.8966593576	4.1277323172	4.1099455431	4.0820383063	3.6294149096	3.8007756805	3.9032793421	3.3713915839	3.5353313723	4.0001713099	3.5514421891
ENST00000217131.5	8.323374573	8.3623164584	8.6810310424	8.3754087488	8.6487063035	8.4683593039	8.6257015383	8.2542869615	8.1839380304	7.9993799588	8.1801080687	7.8722870317	8.6428242939	8.0480236114
ENST00000371443.5	4.8151193914	5.0431607438	4.5578450511	4.743407252	4.3498606235	4.8990354154	4.2121490752	5.243467254	4.5957721716	5.0042317044	4.6644031941	5.0426530916	4.3878794691	4.6335242095
ENST00000372215.4	3.6116209389	3.8490885335	3.8429788318	3.8185540582	3.7495664464	3.7973243173	3.4394768661	4.0378214654	3.5752276062	3.6416038282	3.3702340417	3.7031339308	3.7069393779	3.8466036325
ENST00000220509.9	3.7756405663	4.2681049735	4.0255426852	4.1718393093	4.0842173729	4.4565564809	4.1704298564	4.2490129229	3.9093410948	4.3886166329	3.4909166437	3.908784092	3.9658396831	3.7433641633
ENST00000375442.8	3.5028779378	3.4301915884	3.326925581	3.4285042256	3.118349758	3.7004508158	3.2328571955	3.6282020021	3.654332422	4.1707903589	3.4028176622	3.6977182276	3.3452970128	3.2354682092
ENST00000308768.9	2.8899485218	3.0953539787	2.8406888104	3.0187730251	3.3636617063	3.5557793511	3.115689167	3.1950451677	2.8471611036	3.3808540999	2.6068022647	3.0761160944	2.6907925273	2.7347399639
ENST00000424001.5	4.0534154871	3.5691872579	4.8534567808	3.8106179031	4.5580655446	4.2646265028	4.7121225077	3.4313421484	4.4377803643	4.2809340498	3.8619355195	3.4343346552	4.3618244943	3.6968173391
ENST00000309594.4	3.0187427638	3.4909808037	2.9927140568	3.4571608667	2.7264563291	3.3622314071	2.4207949724	3.6858953087	2.9025849458	3.0902928379	2.89884296	3.2676646311	2.6794891075	3.161828039
ENST00000477647.1	1.7068973958	2.1161285027	2.2698081623	1.649012965	2.5750024569	2.5513068271	1.6351785912	1.9862944227	1.8883438654	1.8764835493	2.1262757816	1.1536626805	2.7652504226	1.8359361977
ENST00000264265.3	2.8179506405	2.7556716876	3.1910556602	2.9974513934	3.4521605049	2.9854731063	3.4626674931	3.3328368039	3.0213624593	2.8060146543	2.4682965741	2.7342175299	2.2829527379	2.8582376725
ENST00000053468.3	3.4423065795	3.5119107487	3.1796543572	3.7094781298	3.2479153644	3.479489271	3.014594532	3.8338717251	3.1776164686	3.3595211704	3.2093909775	3.1366852181	2.8515451761	3.3874176887
ENST00000372938.9	4.4806464292	4.2796644345	3.7319760714	3.6101803338	3.730444323	4.4307669831	4.1976845715	4.7255175923	3.8303466054	3.987047947	4.1753010339	4.412707018	3.3658884662	4.2774268965
ENST00000427936.4	9.0893074625	9.0679236916	8.4810001792	8.1213107501	8.5059822065	8.3514958263	9.5407150737	9.0880594208	9.1177210126	9.2175409399	7.9901209867	7.9906542676	9.1936214548	8.9304387161
ENST00000234111.8	4.1777743126	4.2812308747	3.7657044652	4.0709817417	4.0850846786	3.9122857923	3.9120462208	4.8100420138	3.8948565579	3.9596681616	4.2698261115	4.6127240363	4.4082431128	5.167060815
ENST00000405333.5	5.1302348816	5.0231133827	4.2319929721	4.5713066851	3.980281269	4.2140626189	4.8582147923	4.1938584602	4.761896906	4.566577729	4.9134399695	4.8841143369	4.6282895056	4.5717253439
ENST00000417023.5	2.8270670017	2.7899336969	2.5492847294	2.5023662485	2.9738757301	2.8694470217	2.6755178789	2.7467577617	2.4555231833	3.0951986716	2.6067454228	2.8595243505	3.0689751374	2.6923044388
ENST00000267549.4	3.5740409403	3.7592836888	3.3730774231	3.4142843963	3.5628773756	3.3584665944	3.609140315	3.956679331	3.8037539993	3.7633797031	2.8883730923	2.8699187716	2.9387524983	3.3820861847
ENST00000369478.3	7.1527715747	7.0969575596	6.6925666846	7.2517569581	6.2346680057	6.7768804124	6.7042218308	7.4735434119	6.6883482342	6.6864585063	6.6703304996	6.7281109866	6.3338262153	6.9030985419
ENST00000229329.6	3.4717337338	3.675409481	2.857867565	3.324911387	3.0887233756	3.2027953902	2.9389895575	3.842385546	2.9282698757	2.8530854446	2.9588927744	2.8504033976	2.402613043	2.7817940305
ENST00000228534.5	3.033364852	2.970452441	2.8497871417	3.2685496728	2.1883471153	2.683202373	2.1764759711	3.1698304217	2.9367415738	3.0299157461	2.617345506	2.4696255385	1.3718041696	2.2370160266
ENST00000336294.9	2.6413726178	3.0636530714	2.6906182319	3.247152806	1.8353905422	2.7654222966	2.0800367957	2.7036345221	2.3503444831	2.0230849871	2.8499692447	2.8120134805	1.4889982257	2.7270469514
ENST00000505478.5	3.1142837261	2.7788834988	2.5178098325	1.7071625256	3.0829852427	3.1233135902	3.1883819333	1.8604424203	2.6234338011	2.1991854758	2.641661625	2.454741803	3.1454394316	2.2172865614
ENST00000264431.8	3.4878979012	3.3188056116	3.5739440265	2.790229883	4.1440790094	3.7086507667	3.7014159813	3.0965131894	3.6390700536	3.4951067095	3.477029653	3.2095828125	3.5180063057	2.9306881432
ENST00000502485.1	3.1204697269	2.4606141438	3.9765561044	2.0591752756	3.4163533582	3.882339807	3.8544545228	2.8750526356	3.1999973562	3.2609966635	3.0775130516	3.1309061659	2.953747609	2.6920968402
ENST00000510253.5	2.4444020361	2.1524754987	1.4909705383	1.5838511976	2.9455646314	1.9663418651	2.7962696427	1.7597438732	2.7915890557	2.560538886	2.0374384526	2.5648293213	2.3282275552	1.842592721
ENST00000300456.4	2.7535510546	2.4978269338	2.6454687983	2.6837211539	2.1683917242	2.3180738407	2.382379515	2.7836745613	2.2009845023	2.0598432469	2.4102379737	2.4542101173	2.0234327947	2.6862517459
ENST00000258105.7	4.0878192278	3.9758961048	4.397426498	4.7431864089	4.4470964543	4.4187499126	4.2548963364	4.670676075	4.2288186905	4.2981890701	4.2477224843	4.2808301467	3.7688935858	4.1516071997
ENST00000409710.1	2.4934756963	1.7576377549	1.7175174094	3.0468961174	1.6187038145	2.1146135615	2.5206384794	2.091838597	2.2126876132	2.8709288633	2.9551305019	3.1927370468	4.0349551888	3.5012607877
ENST00000467349.1	4.7745446138	4.3225338996	4.4511979214	4.7581005971	4.4363817456	4.9179758858	4.5161286413	4.7818632574	4.9465577638	4.3104346489	4.7186958871	4.9404533813	4.8836892352	5.1116448282
ENST00000324106.8	3.9352617172	3.855431641	3.1829544374	3.6617040019	3.1687623621	3.23822893	3.4735791278	3.9792022356	3.8130526066	3.350822524	3.5813150889	3.2694222026	3.2642031164	3.5349455801
ENST00000398104.5	2.5341562513	2.7337469606	2.2901619109	2.6586685019	2.3557408137	2.5007893083	2.2425110485	1.8682521532	1.7878252654	2.3647040897	2.0937697371	2.365574967	2.3496879794	2.453788841
ENST00000424122.5	2.0835265565	2.2214471465	2.5904630963	2.1950987277	1.9983002257	2.5063886752	2.092684423	2.93265839	2.5327159209	2.5502678081	1.6394081474	2.4095538666	2.0197019144	2.0602203583
ENST00000260184.11	3.1842390286	3.0807599785	3.357045213	2.7178003319	4.0409976051	3.6372160768	4.378199468	3.4807045859	3.7894580034	3.9402983258	1.6183279401	3.0337700876	3.2517917935	2.5172504931
ENST00000350608.7	4.9923877701	5.1816154355	4.9234249495	5.0807002955	4.807365227	5.0565098311	5.0134309936	5.4786159395	4.7901308134	5.0589528383	4.5706632914	4.5897515044	4.2919350216	4.6162929954
ENST00000352580.7	6.8433557934	6.4379917041	5.8704584301	6.4928241841	5.4246534049	5.80681381	6.0492430349	6.8379810743	5.7973865771	5.456175325	5.1669082198	5.0200532062	5.2671687106	5.7298681386
ENST00000283635.7	5.2624857769	5.2417791804	4.397837181	4.8130012839	4.1555468656	4.8047970246	4.4096149608	5.4836835913	4.1964575424	4.1493813195	3.8588065774	4.0204755323	3.3166309045	4.3486431832
ENST00000219204.7	4.7946030146	4.8735425446	4.4535834241	4.9839831635	4.2044224656	4.5932222849	4.0270213146	5.0875519461	4.4578962991	4.3216828159	4.3133619594	4.2603569258	3.7977082101	4.5394504232
ENST00000610406.1	4.6310984603	4.583501032	4.5808750913	4.7895571191	4.0570603019	4.4407462738	4.3372900663	4.7363072143	4.5211135707	4.5517374805	4.4975037922	4.5624195061	4.3564678167	4.6559413811
ENST00000613276.1	4.6310984603	4.583501032	4.5808750913	4.7895571191	4.0570603019	4.4407462738	4.3372900663	4.7363072143	4.5211135707	4.5517374805	4.4975037922	4.5624195061	4.3564678167	4.6559413811
ENST00000358951.6	2.5005496868	2.5950023061	2.3864053901	2.4767186659	2.6528765148	2.577977401	2.5329228388	2.7110653381	2.3861515145	2.2843986419	2.2785973908	2.2489507047	2.2742437673	2.4730205604
ENST00000321356.8	4.6355048287	4.8552322829	5.3071552616	4.640759731	4.3781231531	4.2300877038	5.2076234922	4.5005535109	4.7805043353	4.393580945	4.8741477546	4.3358119352	4.9454251076	4.374580477
ENST00000432425.5	4.7929282139	4.1099873185	4.5549448772	4.6273383505	5.2227388842	4.467885911	5.1576945552	4.77465003	4.8467239683	4.9161995439	5.0165275197	4.249506021	5.2010339203	4.2097106883
ENST00000473565.5	2.8919285122	2.7974758115	3.1450219804	1.6783153394	4.2544806667	3.9634926199	3.3007065435	3.0817793233	2.9914501914	3.921721947	3.123171199	3.7156518032	3.8217918362	2.554547105
ENST00000309295.8	5.498777419	5.7584151171	6.0048721307	5.6422105793	6.3451976434	6.3849701986	6.0016603977	5.8982422182	5.6331318288	6.0513416464	5.6324194579	5.8470523335	5.8662255278	5.3312967677
ENST00000531106.1	1.4450804177	1.1558269341	2.2174695943	1.0651035146	3.4202667969	4.1539755316	2.7092840178	2.1553671399	1.9604561067	4.0256667004	2.0073175152	1.4185623824	3.6409447809	2.1417107086
ENST00000533465.1	3.1783226465	4.1316553292	4.6668190695	4.4938650538	4.1322807061	4.468146663	4.6057669173	4.368034944	3.280660917	3.7064642456	3.6247793751	3.6618407913	2.7184449246	3.4286516137
ENST00000529596.1	2.8435939824	2.353015521	3.6912996521	2.3579094672	4.2426406115	4.3287359545	3.2429027504	2.7347442987	2.6985229903	3.989366114	2.5447054583	3.4751238041	3.4235109422	2.2412819081
ENST00000533364.1	3.0938035344	3.418891556	3.9823091301	2.7771272015	4.8192747605	4.7415047387	3.9471892313	3.5873649909	3.5053066215	4.7467695834	3.1125216612	4.2085484731	3.8597310665	2.482094478
ENST00000449319.2	3.73676721	4.2267397124	4.3331088254	3.4325986884	4.2935323442	4.4269691547	3.8631752849	4.562456141	3.6803581169	3.9671686075	4.3398215049	3.9658673815	3.2426649985	4.1587328737
ENST00000530349.1	5.9542498287	6.0597554419	6.3829041092	6.424979177	6.5068859318	6.3765022428	6.0756417276	6.4259510183	5.9758296298	5.6657992109	6.0743769856	6.2170969117	6.2000177652	6.3008942987
ENST00000639671.1	3.2020336832	3.0194083646	2.1553574243	3.3429813469	2.5012837206	2.7995847014	2.5354483341	3.4619475821	2.6816763904	3.2880853546	2.6112739082	2.9471106637	1.1047257995	3.3238023804
ENST00000294258.7	4.1032962022	4.0397174618	4.0806150299	4.0418299654	4.0943543187	4.4680945164	4.0131048917	4.1842644231	4.1022549938	4.1898245589	3.815688135	4.1504378222	3.7780298057	3.9571624187
ENST00000298317.8	2.2337255025	2.2800268714	1.7782884902	2.5730399918	1.7624296128	1.6885250421	2.392383373	3.2954820655	2.3075130442	2.4791348268	2.7423145567	2.0296119004	1.7187408147	2.3438597486
ENST00000263578.9	2.4388809893	2.8738210712	2.0982780573	2.3464350144	2.4662668907	2.7375677936	2.1410828655	2.7870834506	2.728623665	2.5210080084	2.6908819015	3.0469362677	1.7709854616	2.4256338571
ENST00000394421.6	2.4746177478	2.7077633062	1.8865579509	2.5983485294	2.1495487861	2.6544996999	1.929279716	2.7815380721	2.2264191293	2.6136848722	2.5065663999	2.2953938997	2.3971485362	2.5628261015
ENST00000453269.6	4.0696849834	4.0772173584	4.1865401742	3.1952247435	3.9679985641	3.7128048515	3.3338387351	3.6788043377	3.7912097835	3.9533118069	3.0964204193	3.6816853847	2.7622148525	2.7973222419
ENST00000289175.10	6.4011133217	6.0685611858	6.2974940866	5.1716511949	6.3724576534	6.2442306205	6.4305445467	5.6268158237	6.2251727251	6.0375864868	5.7409680243	5.2712538453	6.6376087973	5.8712916924
ENST00000244815.9	4.7091748184	4.3821069412	5.6663418995	5.5103511757	5.6456411416	5.148657575	5.4625726163	5.3676681016	4.7868420173	4.5128083992	4.5235933187	4.3769571145	4.6673358256	4.6599017308
ENST00000321442.9	2.3413282748	2.4684790534	2.2696226752	2.669670844	1.6799101696	2.2680959883	1.9467757682	2.8804719945	2.2315552904	2.6424266366	2.1637563334	2.3656533482	2.0063626609	2.5138343238
ENST00000521389.5	5.4072405674	4.8210621831	5.5809383869	5.5110568303	5.2916440743	4.4412577088	5.8965310068	4.6412049671	6.2080665423	5.7392540566	5.2708615462	4.5089736804	3.795205883	4.7440534277
ENST00000261947.4	5.8460895857	6.2853504289	6.5370615013	5.7933080752	6.8595347864	6.7073177144	6.5488496449	6.1016227648	5.7430571192	5.9439517925	6.2640653389	6.1324822501	7.0476692514	6.127187527
ENST00000520911.5	6.7003009908	6.6354540404	7.3611454663	6.8452767672	7.5832934195	7.301450467	7.0704215305	6.689005559	6.931127522	6.7765909471	6.8132296557	6.8187994441	7.5979556967	6.9009633868
ENST00000257527.8	4.6496097113	4.4382995061	5.8432125596	4.9202313602	5.5192965702	5.0566658914	5.6101714731	4.2805183924	5.0730661338	4.9169017469	5.1561498357	5.1992365262	5.3624698888	4.3269615233
ENST00000357500.4	4.3052774525	4.4787841778	4.1787544721	4.665392771	3.785257589	4.1014904027	3.6807406752	4.6208327032	3.7055135113	4.0405154927	4.0571296377	3.9910909573	3.0806218513	4.1543077603
ENST00000309983.4	2.2844401014	2.2751530981	1.8111627294	2.1105670372	2.1966479576	2.130591566	1.7431314622	2.6738277518	2.2038557814	1.804293162	2.2553254842	2.0590437215	1.9369827314	2.2321695429
ENST00000585172.2	3.8042704427	3.3893189993	3.3732305836	3.399061691	3.6226609915	3.9191112164	3.8661364887	3.7469791333	3.7071161314	4.32430658	3.6195186557	3.8372065732	2.0187979456	3.2709654224
ENST00000614556.4	4.5837296721	4.596315008	4.5055162376	4.6524922313	4.3635916266	4.5612466974	4.6382244722	4.7898492102	4.5927021998	4.4166506122	4.3221516953	4.2855057932	4.5348086612	4.4672925247
ENST00000431926.5	3.0971152064	3.4419614658	2.2744048053	2.2550746598	2.8759648105	3.6190020951	2.7401698656	2.7525859045	2.653468226	3.0384449614	3.1423464482	3.160558824	3.1053126651	3.2617564538
ENST00000317147.9	3.7095332704	4.0374261524	4.0398051791	4.0618453071	3.7962447198	4.089260846	3.8810086998	4.0285337916	4.1267911868	4.3037515287	3.7320412161	3.8102991356	3.8711339518	3.6903165168
ENST00000569240.5	3.2640454408	3.1542721102	2.7978492909	1.3914597949	3.4277268393	3.3041517835	3.4358552474	3.0641188899	3.2877057316	1.9463341112	2.6565901827	2.3987854119	2.9467813817	2.8000777824
ENST00000569924.1	3.6222744314	4.8868476298	5.0254230891	4.9882165869	4.6396489331	4.6456843683	4.8115737829	4.5550860354	5.2258263252	4.9572088609	4.3650555842	4.5702868338	4.947479146	4.6298753141
ENST00000568917.1	3.138901277	3.4853624197	3.0197410499	4.0626311945	3.1512922107	3.6296713556	3.2753676762	3.47289063	2.7399366486	3.6950695689	3.2346453989	3.4290401102	2.9466522676	3.6286219701
ENST00000567133.1	3.2577438521	3.0184151897	3.2657234262	3.5700256845	3.8322419214	3.4720457972	3.6025994038	3.8181347608	3.9310022015	3.7360852817	3.4872419349	3.5198437973	3.466457458	2.9522683267
ENST00000306562.7	4.4548602212	4.4873512833	4.4169410512	4.486341103	4.4353085523	4.5295211346	4.4791917507	4.5654936003	4.2956495657	4.3372686549	4.1970633218	4.0530418073	4.1466144951	4.159039782
ENST00000584379.5	1.7722572939	2.0034799082	1.3517922624	1.5835046424	1.6677286635	1.7612427154	1.4948712611	2.1506279105	1.3301625367	1.5334736442	1.5647976233	1.4046579303	1.3151546355	1.8724150948
ENST00000336873.9	2.5844983592	2.553237611	1.908136546	2.7912347935	1.8852229209	2.4224698416	1.9024325196	2.5219703503	2.1071220612	2.5733575592	2.0162787939	2.1223414075	1.8464090685	2.4529511888
ENST00000379253.7	5.7540670701	5.45536339	6.1249401579	4.508574436	6.839077783	6.5271000576	5.9730188316	5.0241689473	6.1323568026	6.3804212362	5.8439863557	6.1256180423	6.6102674604	4.8268077678
ENST00000379270.4	8.912781579	8.4559107567	9.3019853937	8.8037146129	9.1875846674	8.6462958871	8.5626469328	7.8029751112	8.9171840842	8.6303217371	8.4023171464	8.0071955014	8.7909707335	8.3562098501
ENST00000489394.5	4.7020258105	4.2174478798	4.426814887	4.2256990988	4.6526585755	4.043825673	4.4776060976	4.205689655	4.7574233468	3.8750034719	4.3152256584	4.0890319793	4.0347527516	3.9864291395
ENST00000487713.1	2.5578854775	2.4252981608	3.091557673	2.5579712265	3.3100928634	2.9822050661	2.5984366713	1.4440203062	3.4132420305	3.5341861391	2.7512858907	2.7904071483	3.2853800234	1.4495877853
ENST00000474223.1	5.302231302	5.2276101678	5.9128414451	4.4776902781	6.2821432288	6.1210029639	5.729269968	4.952058608	5.9481990047	6.309912848	5.2984457076	5.8105742052	5.8247373088	4.6270231056
ENST00000360057.7	2.7078030549	2.4642918627	2.0641447643	2.6624379531	2.576817177	2.3831761867	1.9818234339	2.7024004504	2.8752728686	2.4190210463	1.7582093541	1.7549644438	2.4561569218	2.6343400196
ENST00000269919.10	2.2219698559	2.1078150619	2.0126723579	2.3525495055	2.0910498403	2.3603361809	2.076453061	2.4646159945	2.1225832723	2.4054641822	1.9632410544	2.0227619479	2.1340566143	2.1733417425
ENST00000215906.5	2.1213768586	2.1051316006	1.8292244595	1.951953271	2.1048331299	1.9670874306	1.3819976205	1.8936689693	1.8778306128	1.6312859178	1.9706070502	1.6111534903	1.7937377703	1.7101374741
ENST00000394817.6	2.6087217323	2.9957920198	2.8727342181	2.8723343179	2.4999198532	2.8098980056	3.1698769108	3.4783117667	2.8581461494	2.6589837606	3.3567495023	3.224710206	2.3965513534	2.8765228401
ENST00000529244.1	1.3665208553	2.5947252928	1.668691005	2.7164290665	2.3333893834	2.3976414367	1.6234970127	2.8068251496	1.3552869556	1.9879320171	1.5730787824	2.1020735451	2.2845200556	2.5402331412
ENST00000521166.5	2.9984915954	3.1987487244	2.8465956098	1.6142433955	3.1835246259	3.4247340151	3.5130737945	2.3000915016	3.1418725301	3.2782003918	2.7343454462	2.6115123532	3.4541100753	2.3908822581
ENST00000334705.11	2.5170740798	2.3287905178	2.7800664793	2.7706535867	3.1635051729	2.7753961567	2.4217861267	2.8693542326	2.4425773033	2.3882722107	2.0355253809	2.4653371879	1.7009501199	2.7442666022
ENST00000340413.6	1.6170962656	2.1425833489	2.0552234248	2.2358189483	1.5942188895	2.202480412	1.7668198697	2.356157899	2.222282154	2.0993490729	1.3788056811	1.5646757014	1.7094847468	1.7196084088
ENST00000637741.1	1.6309738634	1.8151245162	2.1886509532	1.8179588241	1.3685057631	2.0657756394	1.6385048431	2.2053487185	1.5275658327	2.5435008326	2.1299588643	2.081411215	1.9078136251	2.3552305658
ENST00000394805.7	1.7600505813	2.1267845802	1.3329083935	2.2703435479	1.5664839657	1.7500704859	1.4080052837	2.4795151394	1.9224300313	1.5721378163	1.743980209	1.6671382308	1.6949693141	2.210722379
ENST00000502499.5	3.9238622681	3.9946973796	4.2868811478	4.9244324845	4.471785749	4.316420929	3.6845382486	5.1068466099	4.2203067354	3.2885829968	3.8851350466	3.7946134111	3.0101568037	4.2590464597
ENST00000510056.5	5.2103966577	5.3690022618	4.6757030398	4.9810580391	4.2281722183	4.8165587494	5.1099538983	5.1012634681	4.9297341976	4.7169524952	4.7747975998	4.3901035927	5.0092799811	4.9825601308
ENST00000502422.5	2.0187908255	2.9290391615	2.5483897672	1.7782674607	1.6647831809	2.1938915688	1.6600295609	2.2915269423	2.2575085337	2.3471440377	2.3190658359	1.8280262701	2.5273105978	2.1245167319
ENST00000370782.6	3.5139075762	3.1999596775	3.2571705734	3.3397787569	3.1573202541	3.3736342924	2.9769996012	3.5280711646	2.904366558	3.3600832959	3.0720165942	3.3746778432	1.9121324711	3.0162199492
ENST00000246747.8	4.8192440996	4.9000697856	4.1348944784	4.8634032857	4.0902183017	4.7150477078	4.150925178	4.9377633909	4.3110816382	4.3227862432	4.3040656067	4.4442429942	4.3353689151	4.5936346329
ENST00000530639.5	3.9216457882	3.6889076785	3.2778151835	3.4605328926	3.3172968317	3.4109380332	3.6733189703	4.0275168033	2.7408023846	2.9488568471	2.6253406349	3.0768839899	2.0413901885	3.1547290136
ENST00000378867.7	1.2124448291	2.0343636404	1.2147962485	2.6021812946	1.948604585	1.9641878965	2.1206936607	3.1188148573	1.3640120536	1.9355125514	2.0157152132	1.2149889198	1.260212381	1.7728949007
ENST00000367384.6	2.8809577801	3.4176500172	3.1293852386	3.3927295625	3.853386913	3.3070874842	3.1098837131	3.6696617745	2.9989338152	2.9255038816	2.9403923008	2.8991949694	2.5965511675	3.228238418
ENST00000367378.5	5.025768562	4.636206976	4.596368684	4.6933252551	4.4896392662	4.743660372	4.8934204611	4.3886166329	4.8072312572	4.6391916375	4.6002875968	4.4229124684	4.8882854097	4.4860707437
ENST00000253861.4	3.7640382352	3.7685548777	3.3996086222	3.6992739936	3.3143934554	3.57902322	3.5501742104	3.8231786901	3.4216945812	3.2864834649	2.9657713581	3.0689510687	3.2604216651	3.3911215514
ENST00000377244.7	3.8910983362	4.0148551502	3.468687573	3.8601185793	3.4549917855	3.8820267158	3.725708442	4.2270247866	3.5595407588	3.483519148	3.6946907918	3.5070842154	3.5689806143	3.8317252639
ENST00000616928.3	7.9711526513	7.9807679416	7.5107483466	8.0118534057	7.4376855009	7.7720835922	7.6400207406	8.2474433701	8.1516660495	8.0574611032	7.7867466348	7.7293488319	7.5598282804	8.0229503223
ENST00000626065.1	5.5457707261	5.623255272	4.907361799	5.1960128801	4.8506244252	4.8839140172	4.9661904904	5.496129952	5.4904674439	5.0684687504	5.0863931532	5.2692389104	4.519088947	5.7056351518
ENST00000455400.5	2.8270670017	2.7899336969	2.5492847294	2.5023662485	2.9738757301	2.8694470217	2.6755178789	2.7467577617	2.4555231833	3.0951986716	2.6067454228	2.8595243505	3.0689751374	2.6923044388
ENST00000335420.9	1.8128103476	1.8408821337	1.6228460351	1.8784271602	1.5435206293	1.6957043545	1.6218385485	1.9119331292	1.8174595381	1.6404219538	1.5201204768	1.7438251454	1.5912246139	1.5840100076
ENST00000593424.5	2.6953435633	2.5968826798	2.4065149017	2.7901047413	2.4574235642	2.6536791651	2.4347082825	3.0560493549	2.4869460093	2.6111298778	2.08702827	2.4648407528	2.2767586793	2.4501106166
ENST00000591812.1	2.4241750248	2.9294482696	2.4821177176	2.6716964554	2.8861521076	2.9871862324	2.6806079165	3.1409798339	2.3560367312	2.7701778367	2.1080560276	2.7708544119	2.612972854	2.4440680279
ENST00000222725.9	5.4862863915	5.6338380372	5.524631036	5.7207764265	6.0115493095	6.264699682	5.426345275	6.7049134524	5.158082497	5.2478933439	5.6341866546	5.7046147125	6.1059839143	6.3776148622
ENST00000493850.1	3.237409223	3.2514221925	3.0841170039	2.5926125111	2.8564857875	3.8987791249	3.2559145988	3.0453992838	2.6130223766	3.4177850188	2.6340123564	3.1737366915	2.5724701348	2.6399197689
ENST00000614382.1	6.1337813273	5.9931761701	6.0115940336	5.0094546716	3.8541053916	5.764396584	6.4149084399	5.6171015566	5.7349913585	6.3667470909	4.94630042	5.6047385345	4.432465066	3.4160154953
ENST00000281187.9	4.718925989	4.8313604531	4.525843373	4.7494859983	4.5424437925	4.8085961362	4.7113627453	5.0023379756	4.4825514548	4.7621787016	4.3758318269	4.5210444534	4.7083362443	4.5816163798
