Transcript_ID	X1after	X1before	X2after	X2before	X3after	X3before	X4after	X4before	X5after	X5before	X6after	X6before	X7after	X7before
ENST00000552014.5	3.814519662	3.7152344552	3.744247224	3.5227211844	4.0531113365	3.6785114093	3.9518581816	3.7116270559	3.3460065955	3.8315732706	2.9505803913	3.7487617632	3.7208256661	3.7308572947
ENST00000548477.5	1.567915322	2.0638376916	2.3146530267	1.793109311	2.496106937	2.4176797186	2.4110302638	1.752714343	2.0551053962	2.4345695179	1.6973245751	2.3859086351	1.7521277137	1.3008148809
ENST00000297145.8	1.2344890579	1.9088666956	1.5781078679	1.9620751415	2.6549578962	2.0377371411	1.8205506958	2.0125186163	2.0584688971	1.7196960155	1.4680358492	1.4342572489	1.4638682904	1.9713908846
ENST00000247161.7	3.4157857033	3.1476372107	2.996325469	3.3632692163	2.7232112244	3.3958991008	2.9517873265	3.3344967684	2.7911180764	2.7794026168	2.600700309	2.8347678386	2.9420133457	2.9032581293
ENST00000376983.7	2.2412941132	2.7404548573	2.2922310646	1.5319777552	2.2695777957	2.2273221283	2.3291551773	2.5128159826	2.0958906724	2.52915378	2.2899406719	1.7830500861	1.737522367	2.1418087844
ENST00000299638.7	2.8007508353	2.5368685386	2.2748162653	2.7428426883	1.9632040558	2.2658239233	1.6820563514	3.0605178262	2.5280961764	2.2984618376	1.9961211541	2.0762957057	1.5876818209	2.2108439212
ENST00000494490.1	2.5684748201	3.2103358691	2.448200572	2.4544812489	2.2419560825	2.8780268727	2.3717735085	2.7397984282	2.5618002353	2.5282862522	2.7414367839	2.7274260426	1.9874045507	2.2563645808
ENST00000619594.4	3.4288391768	3.5121257299	3.0010023248	3.5518358975	2.7062918333	2.925741229	2.1287685014	3.4494425207	3.2658269231	2.7593859647	3.3349257589	2.9458305322	1.8312084213	3.2677560057
ENST00000612809.4	1.6672109125	2.603919453	1.311753037	3.3693687651	2.2821283984	3.068896053	1.0059604279	2.9895895521	1.9606599754	2.2088075176	1.0204844221	1.8330398442	1.3868605986	2.780788818
ENST00000253193.8	1.6738141866	1.900938277	1.5046966562	1.5817368785	2.5898928924	2.5812138411	2.3439819433	1.7023516862	1.769995953	1.8013656276	1.9820863875	1.7668368274	2.5727951021	1.5295311293
ENST00000370033.8	3.072054336	2.7676992859	2.7447208388	2.5451207839	2.568630468	2.9406027826	2.5390297384	3.1261254204	2.8853420308	2.741939358	2.4111930093	2.4672038218	2.6196149033	2.6643508528
ENST00000342115.8	5.340676199	5.2526805688	5.769896013	4.9260136556	5.9055771454	6.0068949086	5.862257961	4.9735561747	5.3669586084	5.4825546815	4.954768621	4.9527855027	5.5669064609	4.89103513
ENST00000256578.7	2.8505694215	2.5908486948	3.418365382	2.6878781332	4.0330617319	4.0479832733	3.7743126709	3.1342883078	3.783110869	3.2820868724	2.3547370605	2.6963499901	3.4320507576	2.3855249129
ENST00000393688.7	5.2475819846	5.0242842143	5.9004586909	5.4762131689	5.9017020013	5.5901378921	5.8462801805	5.2728555602	5.8707617144	6.0707134685	5.0770677795	5.3299344358	5.5276365147	5.242888273
ENST00000525415.1	3.5304578401	3.7275828789	4.1346398849	2.3925647207	4.9220027478	4.9539170521	4.6064303833	3.4837899858	3.8021104794	4.9840059571	2.882296761	3.9514106174	4.2729264575	2.6087595753
ENST00000524975.1	3.0339303885	2.6115831709	3.5575816397	1.6197369643	4.3968650422	4.3774847249	3.4720717994	2.5505978146	3.3233124178	4.3236799054	3.0221653776	3.1913526108	4.1092351749	1.6907031477
ENST00000529299.2	2.0869807308	2.0943779673	2.6938437539	1.4084890548	3.2278996897	3.5347713175	2.9297985709	2.3274401881	2.6660089231	3.4943900078	2.0081964275	2.8846838745	3.7483860907	1.7278856117
ENST00000479919.1	1.9054202212	1.9775546964	1.3513569503	1.1129803053	3.2500793201	3.5319428326	2.2563374047	1.2841054302	3.0525115373	3.1509365477	2.286963923	2.6379486823	2.7450565805	1.1604297434
ENST00000528958.1	3.6329079787	2.7820142862	4.6250483393	4.6115619259	4.3871901903	4.9888891487	4.444547809	3.6524406033	3.662558723	4.4670772803	2.8258446364	2.8829872989	1.8529536571	1.849747116
ENST00000577185.1	3.5523524767	3.5619492754	2.3737372896	2.9800892967	2.7755415433	1.7602252053	2.4614237848	2.4685520387	2.5462351442	2.3681173834	2.267577745	2.5437309518	2.067996593	1.0325452236
ENST00000317571.7	2.3244246813	2.5860080757	2.2854643644	2.4737609403	2.0488534545	2.4207114473	2.3908272425	2.5847797478	2.4264472609	2.1769227069	1.4651125069	1.3252424834	2.0882773097	1.7915098752
ENST00000361204.8	4.267513326	4.3904888507	3.8818016395	4.4069175654	3.7242464352	4.2715974864	3.8079421855	4.5051922727	3.7869831196	4.0751646371	4.0391032914	4.1595646054	3.6764028238	4.0472504492
ENST00000309534.10	3.6128360685	3.8230461808	3.5274207047	3.7423727684	4.0883536425	3.8014897963	3.6529912065	4.1179360257	3.5795060213	3.4696906524	3.3316192369	3.2254029649	3.0686106255	3.6344538709
ENST00000482016.5	3.6515913448	3.8921772775	3.4419880159	2.7554324174	3.6336055788	3.644237011	3.4969608024	3.4781693658	3.6006741463	3.2483921383	3.3282045725	3.5215030791	4.560653822	3.6557525216
ENST00000462901.5	4.2028643315	2.5751912941	3.2056349229	2.8752807334	2.7690015322	2.9111067165	4.0286133517	2.1792530619	3.9100322476	3.4138242237	3.6014469348	3.402176425	3.2723114006	3.0238284125
ENST00000454402.6	1.9631152552	2.0913884153	1.6992540016	2.1269893705	1.5046814038	2.1608782488	1.5233662381	2.1019660092	1.1538053361	1.8066828819	1.4652483647	1.9539989734	1.1919605371	2.169450437
ENST00000299299.3	2.8810792009	3.0719188041	2.8037953215	2.9251316423	2.8254722295	2.7449210019	2.415566691	3.1886256358	3.0285143429	2.1452176757	2.7819156997	2.6120858763	2.6879699269	2.6729480121
ENST00000269349.7	5.6550999075	5.8069503955	5.5286494523	5.8331481575	5.4219806416	5.6499976364	5.5368548655	5.864641791	5.4636943806	5.5258966047	5.3498146343	5.4500300918	5.3417296248	5.2253983373
ENST00000590602.5	4.2644463536	4.4665749185	4.0361340409	4.0107082392	4.0136766382	4.6187848496	4.170109334	4.2904981292	4.4406001162	4.6879397028	4.0287901363	4.5721681405	3.9665042983	3.8410975781
ENST00000392467.7	5.0079489513	5.3542969934	5.0597273259	4.6591539261	4.1727915119	5.4549457394	4.9458511281	5.3248537972	4.7458020351	5.3700456789	4.8149041326	5.463311836	5.0874331384	4.810643607
ENST00000322914.7	4.5694364066	3.9450926305	3.8451788971	4.6401523694	4.1144003432	3.4712525038	4.1994210781	4.6297179772	3.3560592748	3.1654473083	3.888246438	3.0260369108	1.773464708	4.4412178633
ENST00000593044.5	2.3232201709	1.9442437643	2.2908165796	1.561663398	2.3070116864	2.4540626846	2.4047342167	2.4455413231	2.3934518967	2.9679045264	2.1115955897	2.4687475169	2.1585761638	1.86574861
ENST00000591436.5	3.1702455647	4.0938812651	3.4089427824	4.1484298051	3.8835817183	4.1006749527	3.8460319007	4.220902585	3.7054360984	4.2193311776	3.4021218384	4.0876580162	3.8453093891	3.805880559
ENST00000592063.5	3.54907768	3.2184882601	3.1675377717	2.80151049	3.1271231292	3.7359770094	3.1189377514	4.0366615731	3.0638049103	4.0469362677	2.4474575343	3.5607760843	2.8372085919	2.2786628033
ENST00000586126.1	2.0250819641	2.1679776525	1.3072711317	1.1559111059	1.067817666	2.1934058989	1.400330254	2.0361516285	1.3051183645	2.331040174	1.4820583268	2.37386533	1.6342912234	1.1412627443
ENST00000588792.5	3.503514114	3.212893014	2.8577501455	2.9436119436	2.3606648652	3.0104576128	2.9750945326	3.3788445145	2.5221436544	3.1243959665	2.8026502565	2.8951145158	2.5353612358	2.8060951055
ENST00000434125.2	2.3478583807	2.2242008392	2.0271540515	2.3270549688	1.1997131715	1.7439414447	1.5612919171	2.2974937198	2.2644253347	1.8244134992	1.6263970818	1.537544572	1.5870336852	2.1770917922
ENST00000454703.6	1.1491227648	1.3601507363	3.350582109	3.7861362988	4.0131674375	3.1503549553	2.4449717921	2.0399981384	2.0739059015	3.2479624414	3.6053283883	3.7187123242	2.7232789508	2.5040966054
ENST00000503407.5	2.4192341406	1.6283956692	4.0446738876	4.5356113182	4.0465259834	3.5259310478	2.9298440092	2.2530362284	2.9696275788	4.1714790688	2.3416271631	2.0930800994	3.0599470489	1.2347894629
ENST00000281455.6	6.8672540252	6.8030074118	8.0460435318	6.849010945	8.5107008818	7.7670720945	7.7543530717	5.9971049445	7.8213977163	7.5258574639	7.1433219843	7.1052066278	7.5018371849	6.5218862024
ENST00000507295.5	5.1081522353	3.9131862255	5.967830306	3.7041526504	5.4035301926	5.6411558244	5.8793136763	2.7384003621	5.053106991	4.9797098476	5.1084993662	5.1453310038	5.8773049953	3.7562013592
ENST00000513317.5	2.9748926937	3.1087887176	3.7578340011	3.0454779193	4.8502993728	3.8466638017	3.583085777	2.2094096942	3.8553319654	3.8081893828	3.1572523359	3.0067952954	3.5803505352	2.6639684757
ENST00000269397.8	4.5638231791	4.7504725188	4.7530589301	4.6954092696	4.9259187393	5.0283569756	4.9510561973	4.9313946783	4.7208913162	4.9928771725	4.3630659206	4.6638626213	4.6749238486	4.5854012537
ENST00000357103.4	4.4158330164	4.3798773753	4.3489405599	4.3608909678	4.1831768219	4.2933704842	4.4582179329	4.451283657	4.2509236871	4.2711791299	4.1037326145	4.0569822952	4.4485111594	4.0691006319
ENST00000219139.7	2.7642612182	3.1254428149	2.9656660942	3.265672425	3.1854146415	3.3776651789	3.0154690235	2.9968026935	2.8909797007	2.9882956747	2.7011076423	2.8237208322	2.9393337884	2.8718002882
ENST00000367854.7	6.9042552717	6.9124702353	6.9308674108	6.5231133964	6.917777827	6.8564255286	6.9481335778	6.6556809774	6.7525612858	6.5270656425	6.4204049227	6.3482731468	6.9773715203	6.609650077
ENST00000537350.5	2.521528205	2.1482085083	2.6540184372	2.7340006967	4.010538176	3.9131958015	3.3328511221	2.4248226812	3.5868848129	3.9480307582	1.9802702999	1.7922515008	2.7946092525	1.4537862076
ENST00000299824.5	4.1842723588	4.0429244452	3.7490193106	3.6825171165	3.2350269838	3.3955701221	4.0840132251	4.4265666825	3.7565750024	3.6776886383	3.6215010003	3.5411306974	3.6136495153	3.8831809032
ENST00000309822.6	1.9263334777	2.0105292248	1.5961766339	2.2192614696	1.8106569729	2.0411904049	1.3169161327	2.3465938659	1.9257374317	1.865309152	1.6749125529	1.745000629	1.1337213324	1.9164002082
ENST00000223321.8	5.6304375077	5.3093581139	5.2498435064	5.7455170222	4.9004128007	5.2194434777	5.142250043	5.6276360186	5.4830418338	5.1965008208	5.395669509	5.2549114494	4.9143923082	5.5005184566
ENST00000445517.1	3.7298681386	5.2408981592	4.2105914759	5.0741414628	4.524007241	3.8246253074	4.4206440848	4.8263959476	4.1532946289	4.4636486113	4.6314593815	4.2949000717	4.9575757019	5.0464561361
ENST00000588552.5	3.4726567259	3.5514421891	1.8953491591	1.7939250066	1.8057959694	1.8030286005	3.5460424782	3.2319161954	1.0837171596	1.2058991816	1.966216336	2.0867464077	3.0004994467	3.1905121455
ENST00000358531.8	3.044075817	2.8310502913	3.1063131396	2.3582021265	3.3582415184	2.7819324809	3.5028397583	2.6883236137	3.1828702401	3.1768062498	2.7919390646	2.5674432288	3.123144706	2.1389356712
ENST00000342505.4	6.5269921165	6.5853231294	6.7821070982	6.5714705226	6.8952662626	6.8242332341	7.0843938523	6.7148362147	6.7269674167	6.8573465673	6.3357869297	6.3522994897	6.7756431998	6.43678482
ENST00000465376.5	4.9948919425	4.9023196367	4.9821174274	4.0129261744	4.5410749263	5.4698078499	5.4884989418	4.4770814777	4.9119599653	4.9022472713	4.3601184215	4.4901914375	5.1417474878	3.8809107757
ENST00000560310.5	3.0040464896	3.7144323689	3.9069867721	4.0157473218	4.255274114	3.9893751975	4.0306362407	2.1562865818	4.2219080067	4.1663378529	2.4425746494	2.8531054113	3.783959467	3.7112636164
ENST00000253099.10	2.3247098128	2.928002614	2.2523520734	2.723530166	2.1010045509	3.0477093802	2.2159332587	2.1100391184	1.6043702723	1.998383276	2.2458363688	2.9512539371	1.8842384234	2.6268923171
ENST00000307422.9	3.6472684531	3.7585057287	3.081061766	4.0834942196	3.1192499217	3.2105462804	2.6990496223	4.3000285182	3.2498033156	3.6711235004	3.4747085915	3.6177921499	2.6125671766	3.5126693631
ENST00000429976.5	4.4625104523	4.4924941517	5.1791646663	4.4893952162	5.0790068286	4.900354832	5.4219436252	4.5905960316	5.1689829347	5.2067369836	4.5805254084	4.5970722515	4.6916904856	4.248914283
ENST00000463764.2	3.2542296954	2.9419288634	3.7344278269	1.5050016711	3.3599006292	3.4710833849	3.9144688509	2.8403524468	3.7243119299	3.1614572276	2.8906840417	2.8612407853	3.2666081601	2.8416390672
ENST00000238146.8	2.514278833	2.2984178464	2.0035554653	1.9163084795	1.6419436402	2.0946245654	1.7244756536	2.4674151344	2.2992856928	2.2971884813	2.0193603235	2.0794122472	1.5249462789	2.1345856753
ENST00000256545.8	5.1084868208	5.1868095377	5.2077523226	5.3498889239	5.1881239436	5.2103070325	5.1735712099	5.2539779242	5.1273072334	5.0617848365	5.1465411835	5.0638351036	4.9747449664	5.2632372706
ENST00000326172.9	3.8020897942	3.6373320201	4.3985624353	3.5296210788	4.8003304729	4.0147480525	3.9239953387	3.4725527563	3.9863563212	3.566815154	3.893478709	3.6138852113	3.5752760208	3.185132328
ENST00000412451.6	2.1563707268	2.3284573624	1.8419932401	2.4729244131	1.5152229606	1.9918836932	1.7171225412	2.5959642755	2.0983184874	2.2005514339	1.840733116	2.095431626	1.6014873462	2.2824842862
ENST00000479237.5	2.1309176945	2.384411817	1.8724347958	1.3549824242	2.4535702554	2.6847693754	2.1584921473	2.7134516796	2.5863708452	2.9689680863	1.9498337127	2.9228809683	2.7652673987	2.002360481
ENST00000372559.5	3.8266603395	3.9137223867	3.2149749365	3.2211145552	3.5460795314	3.5283837813	4.364537415	4.109185018	3.6436022531	4.1577470951	3.2901014423	3.888265924	1.814841599	3.6818989832
ENST00000372554.8	3.397296424	3.5255302052	3.1382476313	3.7977497059	2.8676513826	3.3358690892	3.6315816085	3.8112243949	2.4780191825	2.8920820521	3.9322785422	3.9255722417	3.3449704876	4.0935770774
ENST00000416629.5	2.8041299884	2.0371467325	2.4843753377	3.0753631944	1.3296747297	2.9940166556	1.8907151666	3.538463668	2.7602763108	2.5793660256	2.3047242178	3.4719417836	3.6007336063	2.277580141
ENST00000310137.4	4.7444356122	4.682348561	4.6256562477	4.3314615943	4.467814196	4.5582125216	4.7403231636	4.6767413072	4.5882469017	4.4263721141	4.4299975083	4.4142640976	4.2112225063	4.2455945367
ENST00000357854.7	4.768586635	4.7179943978	4.4733258508	4.5191959081	4.4795345404	4.6377261579	4.7188876412	4.8246253074	4.6898750052	4.404344569	4.3286138976	4.4049099324	4.75033316	4.4695929805
ENST00000395719.7	3.4287052057	3.7648132184	3.5133012373	3.9740611866	3.6364970198	3.4201320273	3.6115147139	4.1483077706	3.72935699	3.5513683568	3.3494360517	3.4630207726	3.1124299148	3.6144507246
ENST00000542481.1	4.9271711323	4.3576294154	5.729275407	4.1078384909	6.4425935584	6.2834810461	5.6087826353	4.7358741433	5.5727896462	6.1342887185	4.592510857	5.5109112975	6.2735569172	3.9066886042
ENST00000541367.5	5.7582791889	5.3838874254	6.188216936	5.6598246848	6.0844555087	6.0558312061	6.1336827043	5.2395698899	6.1565402155	7.0725131628	5.1340319639	5.7525746655	5.9427912886	5.4447697532
ENST00000540567.1	4.9085871688	4.9743044475	5.9419161907	3.732193209	6.8798527726	6.8102759966	6.0432023109	4.6014112767	5.8406344336	6.5050112018	4.8519738595	5.776014475	6.5487356138	4.489645688
ENST00000439504.6	4.1950483183	4.2135961349	5.2742989397	3.5241389187	5.9731198858	5.9313923143	5.4687885639	4.2800580605	5.1197006229	5.7726933038	4.616734085	5.3285636358	5.7011248356	3.9391701479
ENST00000435507.6	3.3358833774	4.3511335898	4.1736311692	4.3576434897	5.0251395623	5.2827770864	4.301368153	4.5303017647	4.6082592582	5.0874628413	4.2123358742	4.5195419046	4.0960256582	4.332843963
ENST00000536995.5	3.1468734996	3.5554480737	4.5626087764	2.2638366818	5.6420141354	5.219389265	4.3545015285	3.0812748547	4.3849339466	4.8643892222	3.5679712816	4.310754545	5.1635752124	3.0121413437
ENST00000538842.1	4.8721885139	5.2187463009	6.2548226582	4.0784134317	7.1962332609	7.063750992	6.2436386183	5.061434921	6.0422831807	6.6803524902	5.3260734885	5.8507794244	6.7774854704	4.8476211558
ENST00000544490.5	5.0195684901	5.1167307076	6.1435872943	4.0222612716	7.1638106653	6.8473079554	6.1846175187	4.8995961941	5.7696633215	6.5188828671	4.9724583119	5.9459424018	6.3992104084	4.5091257444
ENST00000534905.5	1.4393039808	1.885285406	1.8370591943	2.1088121308	2.8772514904	3.2832180276	2.6420846272	2.1038668687	2.3718153189	3.5428894776	1.5684115834	2.3861349558	2.7106290298	1.5513683568
ENST00000417088.2	10.7328033944	10.6343845301	10.4727111444	11.0904829726	9.9697894123	10.4954453392	10.254201912	11.0927967749	10.5727854784	10.5194691736	10.1421198245	10.3084641796	9.6024520549	10.5674332651
ENST00000600659.2	7.7867466348	7.9530789526	7.2385671528	7.8017342221	6.9160107985	7.3994872897	7.0714516362	7.7675223862	7.6132369547	7.722172264	7.3860349099	7.3904785326	7.2758544564	7.7148980178
ENST00000299421.8	5.6267837069	5.1473921833	5.4981072292	5.3480694977	5.4738258678	5.198281977	5.2652643504	5.0024144926	5.2361137177	4.8964995228	5.2745822245	4.6383171628	5.5578664895	5.2947971696
ENST00000420936.6	5.8820267158	5.988652879	5.9837574876	5.7804702146	6.1535641913	5.9707800456	6.1847444533	6.1448968031	5.917391176	5.7302812753	5.2714555576	5.5551136516	6.0964221061	5.7487671292
ENST00000334133.8	4.552118809	4.5680381869	4.1375527057	4.5015410538	3.39899331	4.2649041888	3.900026299	4.7963174104	4.3096927987	4.0292673466	4.0743684218	4.218657193	3.5424933199	4.438811809
ENST00000280571.9	4.8546839059	4.8445714518	4.9431711926	4.7004064248	5.0799156613	4.9651054812	5.2848620319	4.8953026213	4.887340048	4.8276310556	4.3157473528	4.3701991615	4.8761190762	4.6553461036
ENST00000267176.8	2.1871279555	2.2735308089	2.2294956365	1.9950611456	2.0571903037	2.3446296867	2.2585520897	1.9446448362	1.7700720932	1.4450592231	1.1042494245	1.5642464541	2.0598986089	1.8853205527
ENST00000397860.7	6.7653225697	6.5838304428	7.0476583466	6.4745155418	7.2935636105	6.8865745334	7.0659492207	6.733232303	6.864916595	6.7364831123	6.3768095573	6.2152281694	6.8741821898	6.5134291581
ENST00000310325.9	1.9690786368	1.9834952944	1.1064019254	2.4617904629	1.5115945415	2.1519854203	1.0597913431	2.2022735232	1.8458472933	1.8512953018	1.5531245407	2.1156924958	1.301049096	2.3180709475
ENST00000357081.7	3.4497990531	3.9615307261	4.1509739045	3.6308364449	4.3258181223	4.1135754913	4.1890338244	3.6614759907	3.9426083361	3.8666706407	3.4701203301	3.6100031108	4.0244969907	2.8809851986
ENST00000243457.3	2.9775272215	3.2361496984	4.4024561486	3.6301375042	5.0130378753	4.4547615401	3.5382649941	3.0679226163	3.7989940254	4.0075902147	2.9028318805	3.0973326802	3.7483431505	3.0683165417
ENST00000405140.7	4.9199740424	4.1954735924	4.4305395289	4.5094044869	3.9713504153	3.8560793648	3.8028962948	3.9632614033	3.868459598	4.0705954125	4.2515448984	4.3724855139	4.5599200306	4.8800242609
ENST00000523500.5	3.8781956349	3.6965391734	3.9130808847	3.4640016506	3.9237006658	3.5954081779	4.6709252911	3.6734659701	4.2019161	4.3795100666	3.8919537793	4.1777025675	4.3082443644	4.397604475
ENST00000521770.1	5.2494946437	5.1422418728	4.9447272858	5.1650798386	5.2438861086	4.6997626024	5.0062441575	4.3019680231	4.6580972054	4.877577398	5.4368347801	5.1686139579	6.2637217764	5.8870109753
ENST00000522098.1	5.1171007227	4.9354550331	5.2487435443	4.7359391122	5.1158863854	4.5280023798	5.1820168692	4.5116577885	4.7265533298	4.9740795474	5.178129	5.1600085376	5.8109571587	5.257738573
ENST00000523589.5	4.6199763616	3.4516727004	3.0145552566	3.5927799256	4.3479774035	3.2632057157	3.9348467079	3.1702599884	3.7213835972	2.8315286829	4.0214264249	3.8907093307	4.3022824895	4.8590253273
ENST00000560566.5	4.2688236112	3.566815154	3.7643036873	2.1692580016	3.7455923141	2.5097591722	3.6100149264	3.1032441597	3.5759657526	3.0132496364	3.6320936854	3.6640162784	4.6405804413	3.6544240836
ENST00000520796.5	2.2446161479	3.5026615739	4.0962449833	3.1263187391	2.5088418786	3.5372836407	4.2106304364	3.0195756064	3.831988681	4	3.3132661713	2.5077007827	3.9869569625	3.5919546228
ENST00000415680.6	2.3477081712	2.3979206722	2.6306174799	2.5992535138	2.6955217431	2.6477358577	2.4858904761	2.4239707242	2.3536253503	2.5728945178	2.2817931904	2.3375712395	1.9449109065	2.0689321572
ENST00000233609.8	5.5732684777	5.3174849728	4.6063119296	5.3714856806	4.7168372913	4.6598617815	4.9546616208	5.4869395755	5.4065026568	4.9691182487	5.1860290375	4.7995328974	4.0230601405	5.2135766948
ENST00000592588.6	11.38543643	11.4537387651	11.0455549125	11.5466919283	10.7427978316	11.2059825831	10.9553883681	11.5883679724	11.1961902204	11.2820806619	11.0791047263	11.2306209331	10.8129153144	11.5333443344
ENST00000585665.2	1.5057080413	2.1314742485	2.5366199172	2.3473963659	2.4387239986	2.1409912822	1.8018787889	2.1867223962	2.7979675393	1.7730468713	2.0857305676	2.7468394367	2.9378772998	1.9552718806
ENST00000358716.8	3.0596581149	3.0490260333	4.4605328926	3.4605459979	4.7101451904	3.6303355718	4.1773517621	3.0457976596	4.0274637234	3.6217236972	4.0492386778	3.2749250739	4.4613910411	3.1079372231
ENST00000382422.6	1.9420490145	2.7167560945	3.8107721201	3.6792661425	3.626205483	3.1650613421	3.0014311647	3.1535313601	3.2616782364	2.6436391921	3.4408724889	2.4917351111	1.3662410713	2.3710374467
ENST00000330459.7	3.5603848085	3.2283400211	3.12057921	3.5084413299	2.9695557493	2.8783996931	3.2479502927	3.4504722628	3.2383328894	2.9028993944	3.8996686926	3.6815167319	3.1270653337	3.219239782
ENST00000359003.6	3.3006099114	3.4742283529	3.7255012326	3.3412172434	3.7343085901	3.7395565106	3.7547806319	3.5156367683	3.6624333956	3.7607106344	3.2250342549	3.3059282169	3.5700013891	3.3415730831
ENST00000374270.7	3.7858329952	3.5168346273	3.3975839403	3.4904160978	3.3230962048	3.3352831536	2.895692329	3.7439995908	2.9165932018	2.9800527276	3.0533685652	2.8332260976	3.495631212	3.0651207525
ENST00000312046.10	2.4460444426	2.3910637946	2.2853075158	2.0523080706	2.6558463821	2.5771798472	2.275209726	2.644490836	1.7110455087	1.6214306678	2.0779949188	2.1916984497	1.8127733893	2.0970241612
ENST00000264637.8	2.1832705307	2.7624636313	2.61205284	2.180663472	2.1297940527	2.5300232844	2.8881314652	2.7569037284	2.8215857339	2.8274511921	2.367357086	2.6788493984	2.4817380906	2.6785790135
ENST00000450525.6	2.9353352746	3.0006454616	2.3818038672	2.7014425974	2.3314730598	2.8774124901	2.8780523846	3.1415210765	2.7433706267	3.2026966731	2.4500657345	2.759356135	2.6278052534	2.7944470594
ENST00000244496.5	4.7027351056	4.7811393578	4.7714155171	4.9997565247	4.6605749942	4.7953409741	4.6955094939	5.1462519736	4.5351073765	4.6267837069	4.7062321474	4.6587370422	4.5229220103	4.7577006846
ENST00000309993.2	3.6178156537	4.0082896684	3.9836138572	3.8382055262	4.5324603489	4.3506457522	3.9692702376	4.0402349168	3.8497891429	4.0874034349	3.5118222177	3.6193073578	3.8392037881	3.9113560324
ENST00000434835.2	2.5597707807	2.4068005869	2.7651846382	2.2978927804	1.8054699436	2.3103372119	3.4766668282	2.2018753356	2.6165200263	2.8624196507	2.5675381465	2.2469279111	2.1661048212	1.8394356087
ENST00000449113.6	1.7739372662	1.9863890899	1.9678178587	1.8714139294	2.0340572074	2.2269030591	1.8706290661	1.964372754	1.6945503962	1.9846914199	1.4890033655	1.7659886996	1.7348374929	1.7018550843
ENST00000494426.1	4.6084485238	5.0868304628	3.4388783285	4.6670462378	2.7900734542	3.8451688587	3.969178125	5.3607680903	3.6601414029	4.6351158894	3.9798698684	4.6549452977	2.7631055802	4.3748169263
ENST00000297435.2	2.2514858191	2.8189895894	2.1384999507	3.0406592667	2.387638259	2.0067073429	3.6583143247	4.1512824677	3.7810763929	1.8447431689	2.5830472546	3.3513173699	3.7452911229	4.050092426
ENST00000302755.4	2.5492625469	2.9141071511	2.6714722828	2.8021642593	2.5341263628	2.5447573806	2.2966130485	2.8031567602	2.3330315193	2.4358472484	2.6150136614	1.9666740953	2.1601424976	2.4297498508
ENST00000591902.5	2.0300923712	1.8352207406	1.7219937925	2.2969389595	2.1087987518	1.7476108228	2.0534450297	2.5946034856	2.085506239	1.9561458885	2.3526031756	2.0845065327	2.0878463774	2.142704235
ENST00000221957.8	5.4087763869	5.5826553505	6.1122413996	5.8009231899	6.2763328829	6.0931333552	6.1257626715	5.5782504015	5.7922488975	5.8159724228	5.5000052921	5.5938049162	5.9736732614	5.4602543759
ENST00000585479.5	3.5586839715	2.8392501552	3.5922537001	2.0944218851	3.6113494594	4.0258349896	3.734666271	3.1140971191	2.8467801215	3.7452158153	3.5663280861	3.1754543408	3.276002283	2.9431167928
ENST00000394456.9	4.7466674839	4.7118472777	4.6597590499	4.8430039656	4.4046306842	4.7123096341	4.7198296056	4.8866867043	4.7490890552	4.6663930324	4.4866821984	4.4155288336	4.4958294498	4.764669931
ENST00000593678.5	2.8163621389	3.2475948959	2.8294518001	2.9979408874	3.1270620311	3.2996945139	3.134059901	3.756895191	3.0889217713	3.725239452	2.6852517055	2.5421292541	2.1979440016	3.0623842475
ENST00000368715.5	2.9142583488	2.4277027068	2.4448022138	3.1828702401	2.4473623132	2.3875141923	2.8416752934	3.5189882704	2.9151212122	1.4987308349	2.1442585151	1.2168459462	1.6683415495	2.8168372351
ENST00000481009.1	2.3692263635	1.9008107893	2.8971726464	2.2955525943	3.0889353358	3.2198716871	2.8585261314	3.2693054968	2.3636224621	3.7467749568	2.4351084901	3.2502294322	2.9821137757	2.3909565258
ENST00000354332.8	4.6260185327	3.7056904396	4.6535358674	5.1311696523	4.6514248774	5.3326184337	4.2145289521	4.6481202594	3.9997745613	4.1314083953	3.8202913095	4.5207176722	3.5117716261	2.4869846117
ENST00000468373.1	5.161734539	5.4421273961	5.3570804126	5.2202835155	5.163148482	5.118737628	5.4058460412	5.6220342434	4.8842022733	5.2129894801	5.6605179501	5.2363816376	6.2190968681	5.0755369096
ENST00000368716.8	10.7788492084	10.8328504661	11.1372345303	11.0007394734	11.015205951	10.8104431038	11.1793306524	10.9056352054	10.7115465289	10.5337579992	10.7897374011	10.5378687288	11.3424802995	10.8055343035
ENST00000254190.3	3.8566471295	3.1602909688	4.3743022518	3.2972794726	4.466268196	3.7737221026	2.8071323176	2.6767142315	4.1090094553	3.2593643947	3.3998273366	2.7690078818	4.1707903589	3.00502624
ENST00000543813.1	3.9666427213	3.1861328644	3.9614010732	3.0917353722	3.8320089419	3.3861073577	2.5256329317	1.6999557793	3.9706972312	2.8257266162	3.4344414157	3.0314710699	3.890485605	2.2250280833
ENST00000372833.5	4.6154869236	4.5991511361	4.5155736955	4.690433858	4.4459186792	4.3127595497	4.1560891455	4.7887170278	4.3126724335	4.1073028761	4.668862298	4.5869748584	4.5333826886	4.789338012
